City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Rujewa,-8.7,34.38,66.88,88,100,4.83,TZ,1609374194
Ribeira Grande,38.52,-28.7,59.68,78,92,18.52,PT,1609374194
Byron Bay,-28.65,153.62,78.8,69,40,12.75,AU,1609374194
Abhā,18.22,42.51,55.4,82,0,3.02,SA,1609374194
Atuona,-9.8,-139.03,78.82,72,8,17.96,PF,1609374194
Fortuna,40.6,-124.16,51.01,93,75,18.34,US,1609374194
Mizdah,31.45,12.98,49.08,50,0,7.96,LY,1609374194
Champerico,14.3,-91.92,86.0,62,20,9.17,GT,1609374194
Cabo San Lucas,22.89,-109.91,66.99,52,20,19.46,MX,1609374105
Lebu,-37.62,-73.65,56.35,73,0,21.97,CL,1609374195
Palmer,42.16,-72.33,35.6,51,90,8.05,US,1609374006
Charters Towers,-20.1,146.27,79.14,75,100,8.61,AU,1609374195
Lithakia,37.72,20.83,59.0,67,0,12.75,GR,1609373926
Khovd,48.01,91.64,-5.85,78,53,0.72,MN,1609374195
Hong Kong,22.29,114.16,48.99,34,18,16.04,HK,1609374090
Barrow,71.29,-156.79,-13.0,75,90,13.87,US,1609374078
Colares,38.8,-9.45,50.0,93,20,3.36,PT,1609374195
Husavik,66.04,-17.34,12.2,85,0,5.82,IS,1609374195
Kapaa,22.08,-159.32,80.6,61,1,14.99,US,1609374195
Hofn,64.25,-15.21,27.09,84,0,12.71,IS,1609374195
Lewiston,44.1,-70.21,36.0,77,90,10.29,US,1609374003
Mahibadhoo,3.78,72.97,82.27,80,80,12.8,MV,1609374196
Chokurdakh,70.63,147.92,-30.8,85,60,4.83,RU,1609374196
Maniwaki,46.38,-75.97,24.8,100,100,4.7,CA,1609374196
Chui,-33.7,-53.46,67.8,93,92,2.82,UY,1609374196
Birin,26.89,88.07,43.79,85,0,3.44,NP,1609374196
Turukhansk,65.82,87.98,-15.3,77,62,7.58,RU,1609374196
Hilo,19.73,-155.09,80.6,57,1,9.17,US,1609374197
East London,-33.02,27.91,69.66,84,61,5.06,ZA,1609374197
Garoua Boulaï,5.88,14.55,66.24,30,23,5.39,CM,1609374197
Tiksi,71.69,128.87,-15.79,89,90,6.42,RU,1609374197
Itatiba,-23.01,-46.84,69.8,88,75,4.7,BR,1609373998
Traverse City,44.76,-85.62,30.2,68,90,19.46,US,1609374197
Kanniyākumāri,8.08,77.57,78.67,80,17,20.98,IN,1609374197
Leshukonskoye,64.9,45.76,6.84,94,100,6.42,RU,1609374198
Mahabalipuram,12.63,80.17,80.6,83,90,6.93,IN,1609374198
Itoman,26.12,127.67,53.6,76,75,26.4,JP,1609374198
Tafresh,34.69,50.01,30.81,82,0,2.08,IR,1609374198
Zhob,31.34,69.45,35.65,60,13,1.28,PK,1609374198
Upernavik,72.79,-56.15,21.88,96,100,6.35,GL,1609374198
Healdsburg,38.61,-122.87,55.0,71,90,6.93,US,1609373986
Brainerd,46.36,-94.2,12.99,85,1,8.05,US,1609374198
New Norfolk,-42.78,147.06,57.99,66,100,1.01,AU,1609374198
Amherst,41.4,-82.22,44.01,81,90,18.34,US,1609374198
Vostok,46.49,135.88,-16.6,83,100,4.68,RU,1609374198
Maniitsoq,65.42,-52.9,29.5,93,100,13.94,GL,1609374199
Havøysund,71.0,24.66,32.0,94,20,23.04,NO,1609374199
São Filipe,14.9,-24.5,74.93,76,29,8.37,CV,1609374199
Cabo Rojo,18.09,-67.15,75.0,75,0,1.01,PR,1609374199
Cayenne,4.93,-52.33,78.8,100,75,5.59,GF,1609374171
Saint George,37.1,-113.58,45.0,26,1,4.7,US,1609374127
Manuk Mangkaw,4.8,119.85,81.61,79,54,7.96,PH,1609374199
Daru,-9.08,143.21,86.97,66,100,3.15,PG,1609374199
Petatlán,17.52,-101.27,82.4,69,5,9.17,MX,1609374199
Loa Janan,-0.58,117.09,75.06,93,100,2.91,ID,1609374199
Vaini,-21.2,-175.2,82.4,78,75,12.75,TO,1609374199
Geraldton,-28.77,114.6,71.6,73,90,1.12,AU,1609374199
Severo-Kuril'sk,50.68,156.12,22.68,90,48,5.35,RU,1609374200
San Quintín,30.48,-115.95,61.72,50,0,13.47,MX,1609374200
Mulchén,-37.72,-72.23,63.05,44,0,7.81,CL,1609374200
Tornio,65.85,24.15,28.4,86,90,11.41,FI,1609374200
Edgewater,28.99,-80.9,68.0,88,40,9.15,US,1609374200
Cape Town,-33.93,18.42,64.99,77,75,3.36,ZA,1609374023
Uruguaiana,-29.75,-57.09,73.4,83,90,11.92,BR,1609374200
Araouane,18.9,-3.53,72.54,24,29,4.47,ML,1609374200
Arraial do Cabo,-22.97,-42.03,75.56,81,99,26.13,BR,1609373954
Poronaysk,49.22,143.12,2.03,88,100,16.4,RU,1609374200
Arethousa,40.74,23.59,53.01,91,0,1.99,GR,1609374200
Serrana,-21.21,-47.6,80.6,74,0,3.36,BR,1609374201
Boguchany,58.38,97.45,-20.06,84,100,4.38,RU,1609374201
Marfino,55.7,37.38,24.8,92,90,11.18,RU,1609374201
Tzucacab,20.07,-89.05,71.71,88,45,4.21,MX,1609374201
Vetluzhskiy,58.39,45.47,4.96,95,75,3.4,RU,1609374201
Bandarbeyla,9.49,50.81,73.83,70,28,17.69,SO,1609374201
Cuamba,-14.8,36.54,71.11,95,100,2.57,MZ,1609374201
Aklavik,68.22,-135.01,-14.8,75,90,2.24,CA,1609374201
Airai,-8.93,125.41,69.01,90,84,1.28,TL,1609374201
Sibolga,1.74,98.78,75.34,87,100,2.3,ID,1609374202
Mingshui,36.72,117.5,19.99,39,0,1.01,CN,1609374202
Kruisfontein,-34.0,24.73,62.01,89,0,5.37,ZA,1609374202
Krasnosel'kup,65.7,82.47,-14.58,83,93,10.49,RU,1609374202
Nikolskoye,59.7,30.79,35.6,92,75,8.95,RU,1609374202
Tayoltita,24.08,-105.93,48.54,74,97,2.04,MX,1609374202
Mopipi,-21.18,24.88,79.27,43,100,9.28,BW,1609374202
Santiago del Estero,-27.8,-64.26,66.99,57,75,5.01,AR,1609374202
Tateyama,34.98,139.87,44.01,35,20,9.17,JP,1609374202
Ostrovnoy,68.05,39.51,11.61,93,71,11.95,RU,1609374203
Hailar,49.2,119.7,-16.53,84,56,4.16,CN,1609374203
Diego de Almagro,-26.37,-70.05,67.1,41,0,5.06,CL,1609374203
Nishihara,26.18,127.76,53.6,76,75,26.4,JP,1609374203
Agar,23.7,76.02,49.21,49,0,7.9,IN,1609374203
Coyhaique,-45.58,-72.07,53.6,58,75,8.05,CL,1609374203
Elliot Lake,46.38,-82.63,30.2,86,90,21.92,CA,1609374203
Adeje,28.12,-16.73,64.0,93,75,11.41,ES,1609374203
Mahébourg,-20.41,57.7,77.0,88,40,14.99,MU,1609374204
Buraidah,26.33,43.98,55.4,87,20,10.29,SA,1609373947
Kaitangata,-46.28,169.85,64.0,77,98,8.01,NZ,1609374204
Iguaí,-14.76,-40.09,66.45,89,13,1.57,BR,1609374204
Bathsheba,13.22,-59.52,77.0,83,40,5.82,BB,1609374204
Lewisporte,49.25,-55.05,26.6,73,75,19.46,CA,1609374204
Lagunas,-5.23,-75.68,76.55,92,64,1.43,PE,1609374204
Oranjemund,-28.55,16.43,62.19,91,3,11.95,NA,1609374204
Cap-aux-Meules,47.38,-61.86,24.8,73,100,14.99,CA,1609374204
Bethel,41.37,-73.41,35.01,50,1,4.7,US,1609374205
Virginia Beach,36.85,-75.98,51.01,80,36,9.95,US,1609374205
Hobart,-42.88,147.33,57.99,71,75,10.29,AU,1609374080
Guérande,47.33,-2.43,46.4,93,100,12.75,FR,1609374205
Mama,58.31,112.9,-26.18,77,98,1.14,RU,1609374205
Atambua,-9.11,124.89,79.92,77,65,1.88,ID,1609374072
Clyde River,70.47,-68.59,-5.8,83,75,3.6,CA,1609374205
Santa Rosa,14.31,121.11,80.6,65,75,6.93,PH,1609374205
Northam,51.03,-4.22,39.0,86,73,5.01,GB,1609374206
Comodoro Rivadavia,-45.87,-67.5,62.6,59,0,17.22,AR,1609374206
Macklin,52.33,-109.93,6.8,84,33,6.93,CA,1609374206
Hithadhoo,-0.6,73.08,82.09,77,35,9.4,MV,1609374206
Mazagão,-0.12,-51.29,84.2,79,20,5.82,BR,1609374206
Zyryanka,65.75,150.85,-31.47,84,91,4.07,RU,1609374206
Izumo,35.37,132.77,35.6,74,75,12.75,JP,1609374206
Liverpool,53.41,-2.98,36.0,82,0,4.7,GB,1609374206
Nuuk,64.18,-51.72,30.2,80,90,4.7,GL,1609374201
Tuktoyaktuk,69.45,-133.04,-14.8,75,90,8.05,CA,1609374206
Talnakh,69.49,88.4,-5.8,53,0,4.47,RU,1609374206
Avarua,-21.21,-159.78,84.2,74,77,9.17,CK,1609374207
Asău,46.43,26.4,41.0,100,40,10.29,RO,1609374207
Ust-Kuyga,70.02,135.6,-16.83,87,96,1.52,RU,1609374207
Codrington,-38.27,141.97,61.83,67,49,17.6,AU,1609374207
Coquimbo,-29.95,-71.34,66.2,72,0,10.29,CL,1609374207
Grand Gaube,-20.01,57.66,75.0,88,28,5.99,MU,1609374207
Mossamedes,-15.2,12.15,69.87,75,93,5.75,AO,1609374207
Haines Junction,60.75,-137.51,15.87,93,98,1.86,CA,1609374207
Yulara,-25.24,130.99,82.4,14,0,17.22,AU,1609374207
Lat Yao,15.75,99.79,66.61,59,94,4.16,TH,1609374207
Prieska,-29.66,22.75,76.69,18,51,4.18,ZA,1609374208
Butaritari,3.07,172.79,81.57,76,89,21.34,KI,1609374208
Görele,41.03,39.0,50.0,44,0,3.36,TR,1609374208
Quatre Cocos,-20.21,57.76,77.0,88,40,14.99,MU,1609374208
Porto Santo,33.07,-16.34,57.2,76,20,11.41,PT,1609374208
Bambous Virieux,-20.34,57.76,77.0,88,40,14.99,MU,1609374208
Troitsko-Pechorsk,62.71,56.2,-16.53,89,100,4.9,RU,1609374208
Arrondissement de Mayenne,48.33,-0.67,42.8,100,90,8.05,FR,1609374209
Tunceli,39.11,39.55,28.4,92,0,8.05,TR,1609374209
La Rioja,42.25,-2.5,39.0,94,0,5.82,ES,1609374209
Westport,41.14,-73.36,41.0,65,1,14.99,US,1609374040
Angoche,-16.23,39.91,77.65,87,100,9.1,MZ,1609374209
Normandin,48.83,-72.53,15.8,92,100,8.05,CA,1609374209
Seymchan,62.88,152.43,-33.21,79,92,5.84,RU,1609374209
Smithers,54.78,-127.17,26.6,92,90,4.7,CA,1609373973
Goderich,43.75,-81.72,37.4,83,100,20.8,CA,1609374209
Yangi Marg`ilon,40.43,71.72,28.4,79,90,2.24,UZ,1609374209
Saldanha,-33.01,17.94,57.2,76,0,2.24,ZA,1609374021
Mayor Pablo Lagerenza,-19.93,-60.77,86.14,52,18,6.82,PY,1609374210
Bǝrdǝ,40.37,47.13,37.76,85,0,4.18,AZ,1609374210
Beloha,-25.17,45.05,75.7,60,0,9.24,MG,1609374210
Havelock,34.88,-76.9,59.0,81,51,1.01,US,1609374210
Port Shepstone,-30.74,30.45,70.79,84,93,8.79,ZA,1609374210
Dauriya,49.93,116.87,-16.29,83,0,7.11,RU,1609374210
Pacific Grove,36.62,-121.92,54.0,76,1,4.7,US,1609374210
Viedma,-40.81,-63.0,57.0,66,0,7.74,AR,1609374211
Mezen',65.85,44.24,8.17,94,99,7.9,RU,1609374211
Port Blair,11.67,92.75,81.05,74,80,14.74,IN,1609373975
Belaya Kholunitsa,58.84,50.85,3.47,94,98,3.69,RU,1609374211
Methóni,36.82,21.7,61.0,67,1,12.75,GR,1609374211
Khani,41.96,42.96,50.0,37,0,18.34,GE,1609374211
Xining,36.62,101.77,6.96,72,90,2.26,CN,1609374211
Ouro Preto do Oeste,-10.75,-62.22,75.11,90,37,3.83,BR,1609374211
Mackay,-21.15,149.2,78.8,78,90,12.75,AU,1609374211
High Level,58.52,-117.14,5.0,92,75,6.93,CA,1609374212
Caravelas,-17.71,-39.25,75.87,82,0,7.49,BR,1609374212
Vogar,63.98,-22.39,24.8,85,0,9.17,IS,1609374212
Nanortalik,60.14,-45.24,32.41,93,100,27.74,GL,1609374212
Golpāyegān,33.45,50.29,33.69,85,1,1.21,IR,1609374149
Filingué,14.35,3.32,70.9,20,0,9.78,NE,1609374212
Bengkulu,-3.8,102.27,75.52,80,100,3.96,ID,1609374212
Perth,-31.93,115.83,75.99,73,75,9.17,AU,1609373989
Awjilah,29.11,21.29,54.46,46,10,8.46,LY,1609374212
Taihe,30.87,105.38,37.08,73,96,3.31,CN,1609374213
Ovalle,-30.6,-71.2,66.88,41,0,2.82,CL,1609374213
Fairbanks,64.84,-147.72,10.99,77,40,2.8,US,1609374182
Acapulco de Juárez,16.86,-99.89,82.4,61,40,6.93,MX,1609374213
Thinadhoo,0.53,72.93,82.8,69,27,4.29,MV,1609374213
Santander,43.46,-3.8,50.0,66,20,10.29,ES,1609374180
San Luis,-33.3,-66.34,68.2,24,0,13.94,AR,1609374080
Tiznit Province,29.58,-9.5,53.56,69,13,1.28,MA,1609374213
Sawtell,-30.38,153.1,80.01,73,21,12.75,AU,1609374213
Pokhara,28.23,83.98,51.84,32,0,4.43,NP,1609374213
Vanimo,-2.67,141.3,85.71,64,80,1.99,PG,1609374213
Port-Gentil,-0.72,8.78,80.6,94,90,6.93,GA,1609374214
Aljezur,37.32,-8.8,42.01,3,11,1.01,PT,1609374214
Palimbang,6.21,124.19,83.66,67,85,2.21,PH,1609374214
Bambari,5.77,20.68,76.1,33,100,1.45,CF,1609374214
Watsa,3.04,29.54,69.15,59,39,1.43,CD,1609374214
Juba,4.85,31.58,79.74,36,25,0.76,SS,1609374214
Puerto del Rosario,28.5,-13.86,59.0,72,0,8.05,ES,1609374214
Aue,50.58,12.7,32.0,10,86,15.99,DE,1609374214
Muros,42.78,-9.06,50.0,91,65,1.99,ES,1609374214
Almeirim,-1.52,-52.58,78.76,72,58,3.58,BR,1609374214
Sinnamary,5.38,-52.95,78.89,84,100,5.23,GF,1609374214
Estelle,29.85,-90.11,69.8,93,75,9.17,US,1609374214
Kununurra,-15.77,128.73,86.0,84,98,1.12,AU,1609374214
La Cruz,23.92,-106.9,62.01,76,20,7.0,MX,1609374215
Aborlan,9.44,118.55,77.0,94,90,2.24,PH,1609374215
Kavieng,-2.57,150.8,84.67,66,100,4.16,PG,1609374215
Penzance,50.12,-5.54,39.99,100,71,4.7,GB,1609374215
São Gabriel da Cachoeira,-0.13,-67.09,74.32,94,54,0.25,BR,1609374215
Skowhegan,44.77,-69.72,30.99,71,100,8.01,US,1609374215
San Cristobal,7.77,-72.22,77.0,73,40,4.7,VE,1609374215
Santa Cruz de la Sierra,-17.8,-63.17,78.8,88,75,13.87,BO,1609374065
Yanam,16.73,82.22,71.92,76,0,6.82,IN,1609374215
Nantucket,41.28,-70.1,44.6,75,20,16.11,US,1609374093
Hastings,50.86,0.57,37.0,83,100,6.8,GB,1609374215
Gladstone,-23.85,151.25,78.8,69,90,14.99,AU,1609374191
Wentzville,38.81,-90.85,34.0,81,100,9.95,US,1609374216
Rocky Mountain House,52.37,-114.92,23.0,79,99,3.36,CA,1609374216
Arrondissement de Chartres,48.42,1.5,39.99,97,100,8.01,FR,1609374216
Dongying,37.46,118.49,14.67,61,0,12.55,CN,1609374216
Nelson,-41.28,173.28,72.0,50,86,3.0,NZ,1609374170
San Juan,-31.54,-68.54,80.2,17,0,11.72,AR,1609374040
Te Anau,-45.42,167.72,60.15,79,87,1.25,NZ,1609374216
Porto Empedocle,37.29,13.53,45.0,1,0,8.01,IT,1609374216
Pahrump,36.21,-115.98,51.01,25,79,3.11,US,1609374008
Mīnāb,27.15,57.08,51.8,43,0,4.7,IR,1609374216
Lavrentiya,65.58,-171.0,23.38,96,100,7.18,RU,1609374216
Port Macquarie,-31.43,152.92,73.4,88,90,8.05,AU,1609374217
Barcelona,41.39,2.16,46.99,61,20,5.82,ES,1609374157
Caucaia,-3.74,-38.65,81.0,78,0,6.93,BR,1609374217
Hamilton,39.18,-84.53,51.8,87,90,5.82,US,1609374211
Port Hardy,50.7,-127.42,48.2,81,75,28.86,CA,1609374217
Tura,25.52,90.22,56.05,61,3,3.94,IN,1609374217
Pevek,69.7,170.31,-14.17,89,100,13.85,RU,1609374217
Zhigansk,66.77,123.37,-8.91,88,42,23.62,RU,1609374217
Kingman,35.19,-114.05,55.99,18,1,11.41,US,1609374197
Constitución,-35.33,-72.42,60.87,60,0,16.22,CL,1609374217
Vershino-Darasunskiy,52.35,115.52,-14.53,84,15,5.59,RU,1609374217
Lompoc,34.64,-120.46,57.0,76,1,14.99,US,1609374218
Esperance,-33.87,121.9,60.8,93,90,12.75,AU,1609374218
Mirny,62.54,113.96,-2.2,77,93,13.42,RU,1609374218
Maxixe,-23.86,35.35,80.24,86,34,8.19,MZ,1609374218
Bambanglipuro,-7.95,110.28,75.31,92,100,8.88,ID,1609374218
Basoko,1.24,23.62,72.63,89,21,2.24,CD,1609374218
Kibungo,-2.16,30.54,69.8,68,40,4.7,RW,1609374218
Ciudad Nicolás Romero,19.62,-99.31,62.6,36,20,11.41,MX,1609374218
Biak,-0.91,122.88,81.86,67,100,0.4,ID,1609374218
Persianovskiy,47.51,40.11,33.01,96,90,17.9,RU,1609374218
Kamenka,51.32,42.77,23.0,94,100,9.95,RU,1609374218
Alofi,-19.06,-169.92,80.6,94,75,4.7,NU,1609374218
Simao,22.79,100.97,47.35,95,16,2.51,CN,1609374219
Norman Wells,65.28,-126.83,-2.2,77,90,6.93,CA,1609374219
Baruun-Urt,46.68,113.28,-12.39,82,0,9.46,MN,1609374219
Daman,20.42,72.85,68.83,59,96,9.22,IN,1609374219
Sittwe,20.15,92.9,63.55,63,0,7.11,MM,1609374219
Nemuro,43.32,145.57,14.0,66,40,12.75,JP,1609374219
Narsaq,60.92,-46.05,39.2,69,75,23.04,GL,1609374219
Jumla,29.27,82.18,32.81,56,0,5.03,NP,1609374219
San Patricio,28.02,-97.52,73.4,78,90,18.34,US,1609374219
Morant Bay,17.88,-76.41,82.4,61,20,6.93,JM,1609374219
Seagoville,32.64,-96.54,43.0,100,90,13.87,US,1609374220
Hambantota,6.12,81.12,77.18,86,17,12.06,LK,1609374220
Portland,45.52,-122.68,46.99,87,90,13.87,US,1609373844
Merauke,-8.47,140.33,80.38,85,100,7.23,ID,1609374220
Ahipara,-35.17,173.17,69.78,51,47,6.42,NZ,1609374220
Altay,47.87,88.12,2.46,75,100,1.83,CN,1609374220
Loukhi,66.08,33.04,19.76,98,96,6.26,RU,1609374220
Hurricane,37.18,-113.29,45.0,26,1,4.7,US,1609374220
Kiryat Gat,31.61,34.76,55.99,58,0,0.4,IL,1609373958
Mabaruma,8.2,-59.78,74.43,91,99,1.39,GY,1609374221
Sistranda,63.73,8.83,32.0,78,0,8.05,NO,1609374221
Atasū,48.68,71.64,-4.72,92,100,3.98,KZ,1609374221
Naze,28.37,129.48,51.8,76,40,16.11,JP,1609374139
Kaniama,-7.57,24.18,66.81,96,100,2.46,CD,1609374221
Sørland,67.67,12.69,38.62,75,37,10.42,NO,1609374221
Batemans Bay,-35.72,150.18,72.0,80,100,4.05,AU,1609374221
Vestmannaeyjar,63.44,-20.27,31.84,86,0,12.75,IS,1609374221
Rosa Zarate,0.33,-79.47,74.28,85,100,3.8,EC,1609374221
Smoky Lake,54.12,-112.47,14.0,85,62,3.36,CA,1609374221
Karratha,-20.74,116.85,89.85,55,2,5.95,AU,1609374221
Meulaboh,4.14,96.13,75.87,88,100,7.45,ID,1609374221
Novy Urengoy,66.08,76.63,-19.1,87,72,7.49,RU,1609374222
Beringovskiy,63.05,179.32,4.87,93,99,16.67,RU,1609374222
Zhanakorgan,43.91,67.25,16.88,89,0,4.18,KZ,1609374222
Lac du Bonnet,50.25,-96.06,8.6,92,81,6.93,CA,1609374222
El Cobre,20.05,-75.95,78.8,57,20,4.7,CU,1609374222
Korzhevskiy,45.19,37.72,42.8,60,71,4.47,RU,1609374222
Udachny,66.42,112.4,-13.0,75,0,6.71,RU,1609374222
Tabou,4.42,-7.35,79.41,83,41,7.11,CI,1609374187
Camacha,33.08,-16.33,57.2,76,20,11.41,PT,1609374222
Hanko,59.83,22.95,39.99,84,73,1.99,FI,1609374223
Plainview,40.78,-73.47,44.01,60,1,12.75,US,1609374192
Silver City,32.77,-108.28,42.8,22,1,10.29,US,1609374223
Mvuma,-19.28,30.53,63.55,90,100,11.34,ZW,1609374223
Oudtshoorn,-33.59,22.2,62.6,82,50,3.36,ZA,1609374223
Touros,-5.2,-35.46,78.8,83,40,10.29,BR,1609374223
Hafizabad,32.07,73.69,44.13,52,0,2.46,PK,1609374224
Ramos Arizpe,25.55,-100.97,64.4,48,40,17.22,MX,1609374224
La Ronge,55.1,-105.28,3.2,84,100,1.45,CA,1609374224
Tevaitoa,-16.78,-151.5,81.32,76,75,14.67,PF,1609374224
Assaí,-23.37,-50.84,75.2,88,40,2.24,BR,1609374224
Kabalo,-6.05,26.92,69.87,95,100,2.64,CD,1609374224
Ust-Tsilma,65.44,52.15,-15.88,87,29,6.8,RU,1609374224
Tuscaloosa,33.21,-87.57,69.8,56,90,4.7,US,1609374006
Shirokiy,49.76,129.52,-24.3,85,100,5.03,RU,1609374225
Purpe,64.48,76.69,-15.02,89,90,8.39,RU,1609374225
Ishigaki,24.34,124.16,50.0,76,75,13.87,JP,1609374225
Samaná,19.21,-69.34,69.8,94,75,13.27,DO,1609374225
Meadow Lake,34.8,-106.54,39.2,29,1,6.93,US,1609374225
Adrar,20.5,-10.07,70.5,31,17,9.04,MR,1609374225
Provideniya,64.38,-173.3,26.6,79,90,11.18,RU,1609374225
Whitehorse,60.72,-135.05,17.6,92,90,3.36,CA,1609374032
Margate,51.38,1.39,36.0,84,96,5.32,GB,1609374225
Moa,20.66,-74.94,75.24,77,6,16.42,CU,1609374226
College,64.86,-147.8,10.99,77,75,2.89,US,1609374226
Kahului,20.89,-156.47,84.2,51,20,21.92,US,1609374226
Oktyabr'skoye,43.06,44.74,26.6,100,18,2.24,RU,1609374226
Lanxi,29.22,119.48,27.32,77,5,2.98,CN,1609374226
Tual,-5.67,132.75,84.45,76,93,11.03,ID,1609374226
Shiyan,32.65,110.78,26.65,65,0,2.08,CN,1609374226
